sequence,investigation_ID,pair_label,paired,start_frame,end_frame,duration,mean_speed,mean_acc,mean_rotation,mean_rotation_speed
task1/train/mouse014_task1_annotator1,1,1_0,0,292,307,16,12.850892967227837,4.989254585527478,2.814847510416381,0.11328838778093989
task1/train/mouse014_task1_annotator1,2,2_0,0,1093,1121,29,1.8825542793002596,2.1233599323916925,2.8053988387028586,0.04479601661208749
task1/train/mouse014_task1_annotator1,3,3_0,0,1123,1418,296,3.370282768703156,3.991729063892645,2.9684497657112843,0.043700136534341495
task1/train/mouse014_task1_annotator1,4,4_0,0,1515,1553,39,6.564246246564567,3.6339738439831057,2.9646740677278487,0.05346722949462198
task1/train/mouse014_task1_annotator1,5,5_0,0,1619,1642,24,3.050881125624151,3.7659586881267693,2.9747383571102675,0.04351088320992513
task1/train/mouse014_task1_annotator1,6,6_0,0,1958,1988,31,1.7707282925984908,1.7601314858210457,2.8410734228396044,0.046987281074597084
task1/train/mouse014_task1_annotator1,7,7_0,0,2193,2220,28,4.441023237966155,4.990710673452353,2.861795676253888,0.08945251097800132
task1/train/mouse014_task1_annotator1,8,8_0,0,2277,2436,160,7.922051279259035,7.878547752269621,2.957943870335229,0.06911381395415775
task1/train/mouse014_task1_annotator1,9,9_0,0,2510,2535,26,4.808740136016761,2.842984277686937,3.0690345660987672,0.021906833652771275
task1/train/mouse014_task1_annotator1,10,10_0,0,2611,2687,77,4.813981198498414,5.508789032889213,2.8323190223789285,0.06455299714075644
task1/train/mouse014_task1_annotator1,11,11_0,0,3271,3276,6,1.9298787043193155,1.5258164124769629,3.082410048658526,0.02774767861985102
task1/train/mouse014_task1_annotator1,12,12_0,0,3937,3985,49,3.551382728180218,3.7236119160578807,2.684193397070928,0.04713694127872995
task1/train/mouse014_task1_annotator1,13,13_0,0,4032,4057,26,2.575569507286123,2.58987644749778,2.9152360395208414,0.03958751435259551
task1/train/mouse014_task1_annotator1,14,14_0,0,4076,4093,18,3.488121072269573,4.369026736954203,2.672571318018308,0.05248415436252291
task1/train/mouse014_task1_annotator1,15,15_0,0,4531,4556,26,2.0545636471910957,2.872054803610209,2.837434266696526,0.05516516496473571
task1/train/mouse014_task1_annotator1,16,16_0,0,4685,4783,99,4.025425974178749,4.7830464811167355,2.912592612340906,0.052037064970030404
task1/train/mouse014_task1_annotator1,17,17_0,0,4842,4901,60,2.151224267315172,2.907796706935441,2.939235556359214,0.038615979035842685
task1/train/mouse014_task1_annotator1,18,18_0,0,5439,5513,75,4.938325112289122,4.7424185863438595,3.0036829509327214,0.05977751211523159
task1/train/mouse014_task1_annotator1,19,19_0,0,5685,5716,32,2.6846162886050133,4.4058897522841765,2.908107989569359,0.12333497303217947
task1/train/mouse014_task1_annotator1,20,20_0,0,5735,5752,18,4.382504968195907,4.874484831982278,3.057937959924789,0.041896104983901825
task1/train/mouse014_task1_annotator1,21,21_0,0,6148,6232,85,2.694242452818905,3.4297625842057715,2.7922233087742576,0.06524692432624889
task1/train/mouse014_task1_annotator1,22,22_0,0,6254,6319,66,3.8999523700244865,3.1546553195395073,2.6302393556435764,0.05457490652072471
task1/train/mouse014_task1_annotator1,23,23_0,0,6461,6521,61,3.300856554825789,3.5977184774891184,3.0094101695336564,0.04180645403546678
task1/train/mouse014_task1_annotator1,24,24_0,0,8075,8089,15,1.7764514832954446,2.5943212859184817,3.0643894769832514,0.034710369962046114
task1/train/mouse014_task1_annotator1,25,25_0,0,8858,8873,16,1.308382976565669,1.114555963311373,3.0163660368861174,0.017103788745780835
task1/train/mouse015_task1_annotator1,0,0_0,0,19,248,230,4.518992180786935,3.297321769436675,2.944631680279949,0.03721947227788478
task1/train/mouse015_task1_annotator1,1,1_0,0,283,733,451,4.104631893445197,3.9700316817956125,2.8821422317516157,0.0416745849878959
task1/train/mouse015_task1_annotator1,2,2_0,0,1304,1350,47,1.3552265637224852,2.071093137287161,2.898808251048026,0.06624318014147684
task1/train/mouse015_task1_annotator1,3,3_0,0,1574,1583,10,3.4009672795969843,4.626406001359162,2.9210950847316304,0.1328338327873797
task1/train/mouse015_task1_annotator1,4,4_0,0,1676,1745,70,5.670754276175628,9.248638346105311,2.757522815475685,0.28477466441664545
task1/train/mouse015_task1_annotator1,5,5_0,0,2461,2475,15,1.7128939406806176,1.8719517086314827,3.073061031841249,0.007794972622840302
task1/train/mouse015_task1_annotator1,6,6_0,0,2528,2540,13,1.4599663957384788,2.2579463418472256,3.0398344678799467,0.024640785896840302
task1/train/mouse015_task1_annotator1,7,7_0,0,2621,2632,12,1.5402788647161725,1.965293614211738,2.924280597369757,0.06000696354960481
task1/train/mouse015_task1_annotator1,8,8_0,0,2681,2688,8,2.450616147046026,3.814392772582786,2.8495510874625944,0.13155847931283604
task1/train/mouse015_task1_annotator1,9,9_0,0,2833,2839,7,1.6720443834000418,2.9842383874006058,2.9891863397776044,0.025281399995209824
task1/train/mouse015_task1_annotator1,10,10_0,0,2848,3001,154,2.931623074887397,3.2623858767958844,3.0165781438984687,0.047864827884756864
task1/train/mouse015_task1_annotator1,11,11_0,0,3930,3943,14,1.6749301712939892,1.8070474406022847,2.9766361496290332,0.023175829322776047
task1/train/mouse015_task1_annotator1,12,12_0,0,4002,4018,17,1.4432273734405803,2.3405334378985936,3.0326037480389916,0.02010846029578391
task1/train/mouse015_task1_annotator1,13,13_0,0,5281,5305,25,6.783251332582628,6.063638462639096,2.984481417685334,0.08626194221405259
task1/train/mouse015_task1_annotator1,14,14_0,0,5410,5748,339,2.2005789670752423,2.6770155792606385,2.947251936345038,0.02582963089466734
task1/train/mouse015_task1_annotator1,15,15_0,0,5784,5830,47,5.638409451520979,5.798799110739276,3.03228123318643,0.038066067978995186
task1/train/mouse015_task1_annotator1,16,16_0,0,6115,6129,15,3.6726537258279013,3.899815323615266,2.7883237118911888,0.10321025827910493
task1/train/mouse015_task1_annotator1,17,17_0,0,6275,6426,152,1.8567480104699858,2.539921668964594,2.9852035947712845,0.042859906757197815
task1/train/mouse015_task1_annotator1,18,18_0,0,6577,6789,213,3.5438896930462964,3.088533004888889,3.016268247128874,0.05222327503524606
task1/train/mouse015_task1_annotator1,19,19_0,0,6951,6965,15,4.199365028229739,6.517558307868103,2.9912274778980295,0.047512898087995394
task1/train/mouse015_task1_annotator1,20,20_0,0,6999,7363,365,3.4194350075000854,3.548189327472514,2.8774113555439222,0.039368347763875045
task1/train/mouse016_task1_annotator1,0,0_0,0,1,230,230,2.3834733651887667,2.9211976566928035,3.008436599813762,0.036365321287537965
task1/train/mouse016_task1_annotator1,1,1_0,0,255,307,53,2.3098110708323603,2.6615922254301365,2.9045939725175196,0.039320327514407
task1/train/mouse016_task1_annotator1,2,2_0,0,470,623,154,7.294966485973688,3.6735446456321226,2.9999022516297815,0.04591774570853145
task1/train/mouse016_task1_annotator1,3,3_0,0,827,862,36,6.513743578278447,4.933356432045984,2.7820611546420384,0.06309583042836292
task1/train/mouse016_task1_annotator1,4,4_0,0,1415,1467,53,3.7341009803254646,2.731162345682434,2.956953121469864,0.02852784949804583
task1/train/mouse016_task1_annotator1,5,5_0,0,2343,2383,41,10.021981303347902,4.225588267736834,3.061215293184464,0.030536488142198445
task1/train/mouse016_task1_annotator1,6,6_0,0,2481,2833,353,3.117243402221263,4.156048961469418,2.8782697873127714,0.0427515071666356
task1/train/mouse016_task1_annotator1,7,7_0,0,2901,2935,35,2.6465356267110223,4.192322428944869,2.7451993289345866,0.05626661830841431
task1/train/mouse016_task1_annotator1,8,8_0,0,2978,3088,111,2.592100755082386,3.621434902818925,2.7412296489087167,0.05619191136484273
task1/train/mouse017_task1_annotator1,0,0_0,0,1,50,50,7.268445741767212,11.04512226595751,2.462804166425779,0.3694552705430417
task1/train/mouse017_task1_annotator1,1,1_0,0,1694,1859,166,4.236060679482426,5.546676709570085,2.9153984094950847,0.07765876235710885
task1/train/mouse017_task1_annotator1,2,2_0,0,2052,2377,326,3.1976575523477706,4.20688420330021,2.877871989623733,0.0561791552873681
task1/train/mouse017_task1_annotator1,3,3_0,0,2452,2519,68,2.6544835129928455,3.4115718490070637,2.9834123300617534,0.03375555337706715
task1/train/mouse017_task1_annotator1,4,4_0,0,2746,2790,45,4.759317766750892,2.660978039384655,2.982036955952409,0.029061202724773257
task1/train/mouse017_task1_annotator1,5,5_0,0,3289,3338,50,2.1670764462725867,3.2285976864647625,2.814659228686386,0.06517357010335494
task1/train/mouse017_task1_annotator1,6,6_0,0,3405,3721,317,2.6076086554326277,3.5249638531407985,2.740377296444417,0.079990169738184
task1/train/mouse017_task1_annotator1,7,7_0,0,4107,4116,10,0.7223326930392935,1.257853699868906,3.0401846062164077,0.016175844576122377
task1/train/mouse017_task1_annotator1,8,8_0,0,4984,4992,9,1.1051342149057521,1.9821549618640892,3.1120261313171205,0.024741495793478594
task1/train/mouse017_task1_annotator1,9,9_0,0,6136,6195,60,3.0883886449653466,2.4115610392109557,3.000659874404563,0.04402401974017971
task1/train/mouse018_task1_annotator1,0,0_0,0,1,513,513,4.879975756020379,6.139679309084143,2.8681093539194054,0.0703791656688899
task1/train/mouse018_task1_annotator1,1,1_0,0,550,1046,497,4.535896770688102,5.2998404686716505,2.8988083660581636,0.054287028456987185
task1/train/mouse018_task1_annotator1,2,2_0,0,1092,1287,196,4.442331715731322,4.114747773455096,2.940951616467667,0.053566965418459664
task1/train/mouse018_task1_annotator1,3,3_0,1,1496,1499,4,19.990150381508524,12.836125004383618,3.0466446970637375,0.043060820584321924
task1/train/mouse018_task1_annotator1,4,4_1,1,1625,1637,13,5.480625997774627,6.729786471523837,3.0130735224227716,0.0739123009341741
task1/train/mouse018_task1_annotator1,5,5_2,1,1657,1731,75,4.504940483052961,4.03155004076334,3.02867583573027,0.02961665066126607
task1/train/mouse018_task1_annotator1,6,6_0,0,1785,1812,28,7.9276239795377075,9.966344662815002,2.798877131898341,0.13325639174332532
task1/train/mouse018_task1_annotator1,7,7_0,0,2030,2169,140,5.672871326531029,4.505836923022251,3.0266889670663115,0.03801505726036763
task1/train/mouse018_task1_annotator1,8,8_3,1,2220,2253,34,6.966965479496722,9.024947582656367,2.983404304720956,0.13534862671208295
task1/train/mouse018_task1_annotator1,9,9_4,1,2351,2424,74,5.3208472094070265,8.19717227737544,2.9221660494491406,0.07965415961535277
task1/train/mouse018_task1_annotator1,10,10_0,0,2611,2706,96,4.721182134990775,4.381101927987066,3.009619700199057,0.04965601635569241
task1/train/mouse018_task1_annotator1,11,11_0,0,2708,2804,97,5.201760618755042,5.5351682422278214,2.932182201058154,0.06749279479454634
task1/train/mouse018_task1_annotator1,12,12_0,0,2948,3031,84,6.766799987136274,7.641680167701675,2.981854376742654,0.0662200883830209
task1/train/mouse018_task1_annotator1,13,13_0,0,3069,3088,20,4.76055120707373,4.329730410656781,2.7394939358830426,0.0826223924139146
task1/train/mouse018_task1_annotator1,14,14_0,0,3397,3407,11,8.607185377902528,3.91462041063815,3.059932140250493,0.0356220278557579
task1/train/mouse018_task1_annotator1,15,15_0,0,3453,3499,47,3.468275846931981,5.252870398818186,2.8514660362306086,0.11038762000766264
task1/train/mouse018_task1_annotator1,16,16_0,0,3534,3543,10,6.812782034235833,7.655030038365814,2.722147329485469,0.0696413207767383
task1/train/mouse018_task1_annotator1,17,17_0,0,3596,3798,203,4.045842344630788,5.405126868609262,2.9212504081575243,0.06534028310385022
task1/train/mouse018_task1_annotator1,18,18_0,0,3835,3857,23,11.553762948715951,17.179685541378866,2.410857130168286,0.3035931835212625
task1/train/mouse018_task1_annotator1,19,19_0,0,5468,5498,31,2.379612629448841,3.039313090004267,2.866352454965286,0.064985936339448
task1/train/mouse019_task1_annotator1,0,0_0,1,1,119,119,5.190160053719125,5.556772671446332,3.0075181584061474,0.05449087205736737
task1/train/mouse019_task1_annotator1,1,1_1,1,156,278,123,6.511272940102384,6.468570962210513,2.9553571183256673,0.0793323141790938
task1/train/mouse019_task1_annotator1,2,2_0,0,360,392,33,5.109372540544364,5.985030153069328,2.9938384920121326,0.07932974092536954
task1/train/mouse019_task1_annotator1,3,3_0,0,791,937,147,5.179040840453772,6.026012752352793,2.9336886222396026,0.06314846052225669
task1/train/mouse019_task1_annotator1,4,4_0,0,2692,2736,45,4.729155443594641,6.286138842246166,2.6613320438024486,0.09789209204238808
task1/train/mouse019_task1_annotator1,5,5_0,0,2855,2888,34,7.241750220844517,10.334462173788364,2.954031972411469,0.07380249867164954
task1/train/mouse020_task1_annotator1,0,0_0,0,69,72,4,1.378222090514803,2.19318673855489,2.9237991560095593,0.0053562545102394665
task1/train/mouse020_task1_annotator1,1,1_0,0,942,951,10,2.9413284024016972,3.690422584879933,2.5371782435349357,0.14764038525097187
task1/train/mouse020_task1_annotator1,2,2_0,0,2024,2039,16,2.8354436868368555,3.726267598727322,3.008316282482265,0.03972100333508477
task1/train/mouse020_task1_annotator1,3,3_0,0,2092,2128,37,2.21982997005138,2.965755500496344,3.054420231782353,0.03835126048234548
task1/train/mouse020_task1_annotator1,4,4_0,0,2149,2309,161,3.3592418187200144,3.300854365484094,2.9671865413633034,0.04044488053892018
task1/train/mouse021_task1_annotator1,0,0_0,0,1,9,9,4.8839500631439465,4.797428128849528,2.889057514988217,0.08891989391192832
task1/train/mouse021_task1_annotator1,1,1_0,0,510,746,237,5.497404859625612,4.9999030999248895,2.89695446459419,0.06068928771654249
task1/train/mouse021_task1_annotator1,2,2_0,0,781,1333,553,4.000267240130114,4.556865460105262,2.988914539887754,0.05370728755923274
task1/train/mouse021_task1_annotator1,3,3_0,0,1828,1959,132,6.073056392389153,5.096594157091123,3.0297450349825232,0.04012772218524309
task1/train/mouse021_task1_annotator1,4,4_0,0,2013,2129,117,3.7037990955939835,3.6154359864376873,2.9724692913238995,0.042171539374580444
task1/train/mouse021_task1_annotator1,5,5_0,0,3075,3279,205,3.560477602340044,3.646928845233759,3.0105445211586446,0.04602918719494702
task1/train/mouse021_task1_annotator1,6,6_0,0,4527,4546,20,2.464704263793535,2.4020132626315798,2.7795615963172846,0.05722624542940376
task1/train/mouse021_task1_annotator1,7,7_0,0,5494,5502,9,5.6258803789290965,6.071395572053507,2.887096489298614,0.13193498652386504
task1/train/mouse021_task1_annotator1,8,8_0,0,5549,5819,271,3.2900387726363345,3.7459358740202573,3.062699039656668,0.03416934856566743
task1/train/mouse021_task1_annotator1,9,9_0,0,5864,6030,167,4.538204069918311,4.579912129313772,3.0157763268550815,0.06081008658351763
task1/train/mouse021_task1_annotator1,10,10_0,0,7127,7371,245,4.449278253830009,4.712664318102735,2.963030355711774,0.052159501232667806
task1/train/mouse021_task1_annotator1,11,11_0,0,7592,7859,268,2.4795461350911663,2.80211012031126,2.8143467876341504,0.038045989606211576
task1/train/mouse021_task1_annotator1,12,12_0,0,8025,8924,900,2.2228209438383684,2.9750617067250587,2.8999445992433155,0.03273969911083065
task1/train/mouse021_task1_annotator1,13,13_0,0,9610,9629,20,1.7722185790184164,3.279030547344701,3.0102878332126326,0.02506399515637836
task1/train/mouse021_task1_annotator1,14,14_0,0,9922,9988,67,3.183387890356393,2.66598187886436,2.9654145583050875,0.045140019775324475
task1/train/mouse021_task1_annotator1,15,15_0,0,10033,10086,54,3.8445551092566546,3.967784682312334,2.8402848498124067,0.034461933049439265
task1/train/mouse021_task1_annotator1,16,16_0,0,10171,10457,287,4.654973429205769,6.065402025241937,2.892157411551357,0.07415132658340436
task1/train/mouse021_task1_annotator1,17,17_0,0,10490,10727,238,4.201181805938426,5.440841018319396,3.0048538039898416,0.04473756310966272
task1/train/mouse021_task1_annotator1,18,18_0,0,10792,10811,20,4.380516154456981,6.054776097452363,3.058240750512385,0.04904298425066245
task1/train/mouse022_task1_annotator1,0,0_0,0,380,397,18,3.4453515809014186,3.0953297573344933,2.8358982206205923,0.02984930862519613
task1/train/mouse022_task1_annotator1,1,1_0,0,528,592,65,3.131399618142345,2.1497391038053246,2.884144959673371,0.026321940258948507
task1/train/mouse022_task1_annotator1,2,2_0,0,719,777,59,3.0766775713769356,3.336293260865135,2.78598935912846,0.053834499979694556
task1/train/mouse022_task1_annotator1,3,3_0,0,811,834,24,3.0018420629651956,3.8212298657825765,2.9876829646110252,0.041705618323014004
task1/train/mouse022_task1_annotator1,4,4_0,0,1029,1095,67,3.7170661622036856,3.744625058480275,2.969868103633835,0.05785514263104734
task1/train/mouse022_task1_annotator1,5,5_0,0,1147,1510,364,2.9716741065900516,3.585029954948489,2.9167412089251807,0.053341809814807156
task1/train/mouse022_task1_annotator1,6,6_0,0,1526,2132,607,3.1780787537096944,4.575863814543329,2.784099760276815,0.08184141417588679
task1/train/mouse022_task1_annotator1,7,7_0,0,3634,3642,9,3.2379604941707214,3.638228346544623,2.894560784359773,0.12162230058981323
task1/train/mouse022_task1_annotator1,8,8_0,0,3988,3998,11,2.524258393694594,4.195210281701562,2.871791558447859,0.05360561534556037
task1/train/mouse022_task1_annotator1,9,9_0,0,4568,5088,521,5.325117883247183,6.846537521010855,2.9200434278910024,0.08380091795799527
task1/train/mouse022_task1_annotator1,10,10_0,0,6731,7040,310,3.9797643982620756,4.814223369265798,2.903101756054132,0.04892394108464849
task1/train/mouse022_task1_annotator1,11,11_0,0,7109,7710,602,1.7431583762356786,2.2990844627943017,2.9295074675223787,0.02893370502521002
task1/train/mouse022_task1_annotator1,12,12_0,0,7774,8283,510,2.823835733677731,3.5773924973525606,2.972269523693197,0.04794021638263255
task1/train/mouse022_task1_annotator1,13,13_0,0,8576,9305,730,2.486938197972173,3.118390274020818,3.025508280057006,0.031054449957733054
task1/train/mouse022_task1_annotator1,14,14_0,0,9493,9773,281,2.3159855289079467,3.03414808193071,2.9489117944442502,0.054861536882336706
task1/train/mouse023_task1_annotator1,0,0_0,0,32,332,301,3.1796301003807717,3.4321351082504616,2.9537562424148884,0.041767711215654556
task1/train/mouse023_task1_annotator1,1,1_0,0,793,1212,420,3.7108697297263666,4.980978621009796,2.955260708894284,0.052027127062360415
task1/train/mouse023_task1_annotator1,2,2_0,0,1249,1259,11,1.0158090920865221,1.476981580141404,2.8828328732610475,0.01742364100515155
task1/train/mouse023_task1_annotator1,3,3_0,0,1422,1837,416,3.327077838881891,4.4993210584583485,2.7993885233110167,0.07669279393921992
task1/train/mouse024_task1_annotator1,0,0_0,0,95,109,15,3.125310853381926,2.988861001185486,3.0110897625944295,0.032133080992633754
task1/train/mouse024_task1_annotator1,1,1_0,0,128,458,331,4.2179498084656455,4.856225865806597,2.9522485640047194,0.06041160049467641
task1/train/mouse024_task1_annotator1,2,2_0,0,680,1464,785,3.1972871492335018,4.319108581966768,2.902268253604485,0.060090208529415566
task1/train/mouse024_task1_annotator1,3,3_0,0,1964,1980,17,2.2039466367356155,3.9639554138358952,2.465764674190165,0.086881195004369
task1/train/mouse024_task1_annotator1,4,4_0,0,2107,2376,270,3.2084036926701534,3.80943935283394,2.8770977888190936,0.04963050511248893
task1/train/mouse024_task1_annotator1,5,5_0,0,4426,4440,15,5.639316279535654,3.4107412331695697,2.9645192547805435,0.05645081580027111
task1/train/mouse024_task1_annotator1,6,6_0,0,4521,4538,18,4.033872572053279,5.612654588178287,2.6970269521407015,0.05122552713382326
task1/train/mouse024_task1_annotator1,7,7_0,0,4590,4885,296,3.6590509757378826,4.27296776106971,2.9792032043472503,0.0518579958784059
task1/train/mouse024_task1_annotator1,8,8_0,0,5359,5390,32,4.40300812922832,6.892660149634975,2.8353370037561225,0.1394984639568406
task1/train/mouse024_task1_annotator1,9,9_0,0,5431,5489,59,4.640720075867061,5.378734686493128,2.6972506963502734,0.07983413445507577
task1/train/mouse024_task1_annotator1,10,10_0,0,6023,6080,58,2.926749505399358,2.9160006875783897,2.7892794144352617,0.05073196764206122
task1/train/mouse024_task1_annotator1,11,11_0,0,7230,8437,1208,3.2985180533586234,4.623415311174529,2.9127745970208156,0.05306053474154123
task1/train/mouse024_task1_annotator1,12,12_0,0,8490,8714,225,3.395769288370608,4.44628510672094,2.9485175733131923,0.06665670208067272
task1/train/mouse024_task1_annotator1,13,13_0,0,8763,8898,136,3.3086026450587305,4.484571118548335,3.0123802428993405,0.048415772821587
task1/train/mouse025_task1_annotator1,0,0_0,0,1,57,57,6.979471767192,4.208700555365153,2.9876146115287106,0.053705996631368734
task1/train/mouse025_task1_annotator1,1,1_0,0,83,193,111,3.9619322836430806,3.087160285764319,2.9823392682315757,0.03373879240068369
task1/train/mouse025_task1_annotator1,2,2_0,0,237,254,18,6.079707118642563,3.564047412966884,2.9341997838632525,0.04143680809807829
task1/train/mouse025_task1_annotator1,3,3_0,0,409,467,59,7.172646773426482,5.396087356336387,2.8057810999781854,0.061028362566536626
task1/train/mouse025_task1_annotator1,4,4_0,0,510,528,19,8.739081097841638,4.605699285932789,3.0011504839163603,0.08187730104238969
task1/train/mouse025_task1_annotator1,5,5_0,0,716,727,12,5.904583223798848,4.111742033934885,2.624999778682627,0.0655283821227171
task1/train/mouse025_task1_annotator1,6,6_0,0,771,789,19,7.698708655888967,5.889323901164281,2.754542425668847,0.07207650277540646
task1/train/mouse025_task1_annotator1,7,7_0,0,944,972,29,11.135039839575079,8.72772449663604,2.6826925359979303,0.13446488663370945
task1/train/mouse025_task1_annotator1,8,8_0,0,1055,1079,25,3.25752960030857,3.6349935190825975,2.4763876295331393,0.043014216271814495
task1/train/mouse025_task1_annotator1,9,9_0,0,1164,1184,21,2.993597647080536,3.5884876053724577,2.6319347784967255,0.08557613717762932
task1/train/mouse025_task1_annotator1,10,10_0,0,1305,1335,31,9.500635094616053,5.870225808712971,2.912858827120199,0.07246181817009714
task1/train/mouse025_task1_annotator1,11,11_0,0,1531,1557,27,2.2799178494937475,1.7793402453877099,2.9021935906067493,0.01809298876896735
task1/train/mouse025_task1_annotator1,12,12_0,0,1705,1723,19,8.935863219178348,3.489005688302368,3.0031257040628665,0.051534880198633844
task1/train/mouse025_task1_annotator1,13,13_0,0,1976,2002,27,3.6675889074003596,4.358786987390366,2.913914936884982,0.08685193305777072
task1/train/mouse025_task1_annotator1,14,14_0,0,2351,2374,24,16.85758318163821,7.821379295447819,3.0122363694617156,0.0704988787527247
task1/train/mouse025_task1_annotator1,15,15_0,0,2515,2528,14,9.86049434004766,4.721828514188736,2.8714764596978233,0.06553192909059567
task1/train/mouse025_task1_annotator1,16,16_0,0,2689,2714,26,3.874408817180311,2.496799487850402,2.958982936477095,0.03205186671193137
task1/train/mouse025_task1_annotator1,17,17_0,0,2812,2825,14,10.130084150977945,5.188849797719875,2.9292009284488887,0.07034463822233304
task1/train/mouse026_task1_annotator1,0,0_0,0,139,268,130,5.01526274707876,4.41870793399771,2.649519411206576,0.07069445407729937
task1/train/mouse026_task1_annotator1,1,1_0,0,339,361,23,9.333924662879507,4.812760755689563,2.9214131826243395,0.07015658183269148
task1/train/mouse026_task1_annotator1,2,2_0,0,501,519,19,14.347532073288802,7.554563525499794,2.7021790459637924,0.05119580372850564
task1/train/mouse026_task1_annotator1,3,3_0,0,714,719,6,9.038981832214242,14.957568501724145,3.0068516677672457,0.0936357740624787
task1/train/mouse026_task1_annotator1,4,4_0,0,794,845,52,9.282722896137319,4.3850444634933785,2.706112798108895,0.04806101928113807
task1/train/mouse026_task1_annotator1,5,5_0,0,872,878,7,16.207337850862192,5.400673960400221,3.0231178809717774,0.04257451453343394
task1/train/mouse026_task1_annotator1,6,6_0,0,988,1003,16,8.625477338797177,6.066771878507028,2.88514996995257,0.08243016070890424
task1/train/mouse026_task1_annotator1,7,7_0,0,1346,1363,18,15.17008049488345,9.621226987114492,2.697435777435195,0.05804725142136655
task1/train/mouse026_task1_annotator1,8,8_0,0,1610,1626,17,13.821192560922677,6.280906617915943,2.725624567264728,0.07586930836976861
task1/train/mouse026_task1_annotator1,9,9_0,0,1875,1913,39,9.748157243026279,11.425497749496458,2.8263498482101523,0.11216756920142441
task1/train/mouse026_task1_annotator1,10,10_0,0,1960,1973,14,8.268038089550734,10.648426524902728,3.0215682559369568,0.04377767089648832
task1/train/mouse026_task1_annotator1,11,11_0,0,2037,2054,18,6.051546163705073,3.7843800710629947,2.5586704985204585,0.0461977975111825
task1/train/mouse026_task1_annotator1,12,12_0,0,2127,2134,8,2.780451758529122,2.150335247568001,2.464177709140845,0.13438511441288636
task1/train/mouse026_task1_annotator1,13,13_0,0,2208,2217,10,4.419410816844123,3.1606703698529737,2.5757277573020603,0.08047191222529997
task1/train/mouse026_task1_annotator1,14,14_0,0,2530,2556,27,11.321559430788406,6.890753609278663,3.007634074082285,0.05600690320789693
task1/train/mouse026_task1_annotator1,15,15_0,0,2564,2586,23,12.977915686896079,8.639282508421287,2.840882484099702,0.11845469913462624
task1/train/mouse026_task1_annotator1,16,16_0,0,3443,3479,37,8.51832682306419,6.651456448672475,2.9428762335532532,0.0686882851158606
task1/train/mouse027_task1_annotator1,0,0_0,1,90,103,14,11.472399960492748,6.708871137436736,2.6531312737673054,0.06552401483755076
task1/train/mouse027_task1_annotator1,1,1_1,1,182,199,18,2.2348842161035245,3.665099045591322,3.063656010912774,0.03497138864457421
task1/train/mouse027_task1_annotator1,2,2_2,1,245,313,69,2.011455905679048,1.9055944905131823,2.937561366974046,0.01917737884594279
task1/train/mouse027_task1_annotator1,3,3_0,0,874,888,15,2.692802158578078,2.137591037115016,3.0554980004860766,0.023491833506525624
task1/train/mouse027_task1_annotator1,4,4_0,0,982,992,11,1.1525523560033746,1.362468964271191,2.97821354977921,0.02160446015101866
task1/train/mouse027_task1_annotator1,5,5_0,0,1125,1147,23,1.9536383008857823,2.5896296363287665,2.726466674842227,0.03863835953639271
task1/train/mouse027_task1_annotator1,6,6_0,0,1566,1600,35,2.9466842379123275,2.564888499724261,2.9718634410273688,0.03480834049522585
task1/train/mouse027_task1_annotator1,7,7_0,0,1725,1761,37,2.6827967464172238,3.04362136676702,2.939566650412503,0.03512515037550832
task1/train/mouse028_task1_annotator1,0,0_1,1,2,71,70,2.175258810195012,2.1540333982929374,3.1001738495287525,0.01792632551378665
task1/train/mouse028_task1_annotator1,1,1_0,0,92,109,18,7.06007326749437,3.3642462616925153,2.9101505861905403,0.04559638586194528
task1/train/mouse028_task1_annotator1,2,2_2,1,158,225,68,5.252795371098009,4.0589119471267265,3.018283827569011,0.0453022914420071
task1/train/mouse028_task1_annotator1,3,3_3,1,376,413,38,6.162738562928559,4.11590683521204,2.968471428145943,0.03495738997032199
task1/train/mouse028_task1_annotator1,4,4_0,0,456,493,38,3.471547323756183,2.799533206652608,2.9282987301128798,0.02835659585925901
task1/train/mouse028_task1_annotator1,5,5_0,0,579,582,4,22.233935641054323,12.647355186872211,3.0798431341294847,0.022920862861677382
task1/train/mouse028_task1_annotator1,6,6_4,1,712,730,19,9.888251533253658,6.307157389549658,2.8682851658922064,0.058467136446422964
task1/train/mouse028_task1_annotator1,7,7_5,1,889,928,40,2.0646879013941817,2.179835982653787,3.007912809961037,0.022436502944923286
task1/train/mouse028_task1_annotator1,8,8_0,0,974,1005,32,3.9450557719612216,2.6816566949812772,2.7461209631728285,0.04814629591260655
task1/train/mouse029_task1_annotator1,0,0_0,0,1,3,3,14.211922884010328,8.478749615348761,3.0313219006307754,0.07355683999617908
task1/train/mouse029_task1_annotator1,1,1_0,0,224,423,200,4.573783437275613,4.2376072126153765,2.898329277569478,0.052746067830174125
task1/train/mouse029_task1_annotator1,2,2_0,0,635,694,60,9.378469725891286,6.967229578394908,2.920485169124714,0.07760139314301145
task1/train/mouse029_task1_annotator1,3,3_0,0,925,935,11,7.180931615741333,6.637885571943067,3.056331038298568,0.04245554808373087
task1/train/mouse029_task1_annotator1,4,4_0,0,1290,1294,5,24.919587854706435,8.655046729723784,3.0549823647773566,0.029471440955471717
task1/train/mouse029_task1_annotator1,5,5_0,0,1486,1497,12,8.734804214086534,6.522486202555061,3.0954714588321046,0.02741724069516116
